Rating,Date of Visit,Trip Type,Month of Visit,Review Title Cleaned,Review Text Cleaned,Visit Category
5.0,2019-10-10,Family,Oct-Dec,awesome 1 day,big one usa florida stuff miss like harry potter simpson overall nice park lot day take fast pass ticket 1 entrance every ride worth even day crowd weekday expect eat well lacks good restaurant miss transformer mummy every one scary young crowd pepole dont like darkness horror house,Weekdays
5.0,2019-10-10,Family,Oct-Dec,brilliant,purchase express ticket 20 per person best thing ever long wait time would ben 5 minute brilliant park get 1030am leave 530pm,Weekdays
4.0,2019-10-10,Family,Oct-Dec,great family day,take 5 year old daughter universal studio singapore would expect love every second five year old would recommend purchase express pass wait heat minimum 40 min non school holiday little much sufficient rid roller coaster keep mum dad happy,Weekdays
5.0,2019-10-09,Unknown,Oct-Dec,fun x infinity,one never really get tired fun time universal studio although price tag become somewhat barrier especially term food beverage,Weekdays
5.0,2019-10-09,Unknown,Oct-Dec,amazing day,best day however spend considerable amount express felt sell many express ticket make long express fun food amaze layout gorgeous one day definitely enough cant wait go back day,Weekdays
4.0,2019-10-09,Unknown,Oct-Dec,unique,rekindle child place must go park divide themed corner madagascar transformer jurrasic world etc grt resort world station sentosawalk place buy ticket online take token u alight metro station mastercard holder offer now15 buying fun pas,Weekdays
4.0,2019-10-09,Unknown,Oct-Dec,great place fun place,absolutely fun place visit lot fun thing highly recommend good everyone irrespective age something suit taste,Weekdays
4.0,2019-10-09,Family,Oct-Dec,great day,great theme park small enough easily get around one day big enough offer lot variety recommend research base time year day week go possible good ride reasonable timeframe without fork express pas need smart pick revenge mummy transformer transformer particular unlike ride ive ever surprise much enjoy tip singapore always hot part park primarily scifi egypt area lot concrete much way foliage heat reflect ground get really warm,Weekdays
2.0,2019-10-09,Unknown,Oct-Dec,good,ride close 7pm uss shall least extend operating hour 10am 7pm worth money pay least 10pm,Weekdays
5.0,2019-10-08,Family,Oct-Dec,thrill visit,funfilled placehad great time 10 year old daughter husbandlots ridesand theme ride beautiful structure scifi ride thrillingmummy ride also good surprisetransformer one also love concept4d show shrek miss,Weekdays
5.0,2019-10-08,Unknown,Oct-Dec,amazing experience,one must thing ar sentosa would surely disappoint base experience tip please ensure go weekdays much possible tends get crowd weekend public holiday take 2 day pas cause one day might enough take express pas planning cover 1 day ride th normal pas soemtimes take lot time base rush amaze place visit,Weekdays
5.0,2019-10-08,Family,Oct-Dec,line,park much well one florida line ride anything clean hot like florida food overprice souvenir reasonable enjoy everything park disappoint jaw ride wasnt waterworld close still lot fun cant wait go back,Weekdays
1.0,2019-10-08,Unknown,Oct-Dec,express line worth,normal line quick express line worth pay extra dont need activity show,Weekdays
2.0,2019-10-08,Unknown,Oct-Dec,pick day carefully,long line happen show pupil free day singapore check date go mid week weekend public holiday crowd priority pas expensive ride little sanitise u standard people get little upset vocal use priority pas go front line u stay til closing time expect long queue 1 hour monorail leave,Weekdays
5.0,2019-10-08,Group,Oct-Dec,day,place sentosa food place bring friend oversea friend fun lot good adventure ride end day take stroll beach nearby,Weekdays
5.0,2019-10-08,Family,Oct-Dec,wonderful great experience kid adult,great place kid adult become kid reach early keep full day studio aquarium full experience ride show try reach park via cable car visit sentosa city side,Weekdays
4.0,2019-10-08,Family,Oct-Dec,big day,list 15 12 year old visit along 9yo spent whole day park arrive 930 half hour park open waited line gate open pushy tourist australia make way around world try ride go line problem 10 minute wait others hour could purchase fast pas go cost u extra 350 u probably would watch bypass wait frustrating kid ride operator allow 1 1 let fast pas guest rid good plenty u enjoy water world stunt show entertain enjoy want get wet sit front centre thing frustrate ride require bag hat phone etc mean choice 1 person sit hire locker okay range food park choose per normal bit expensive plenty shop buy merchandise 6 oclock mark beard park shop nuts heap food outlet side park dinner well overall even though rained day great day,Weekdays
5.0,2019-10-07,Unknown,Oct-Dec,magical,magical super interest great time must go also purchase express pas would definitely change experience line least 40 min express pas right away bit expensive totally worth,Weekdays
5.0,2019-10-07,Unknown,Oct-Dec,usss unique superb singapore staple,nearly cry saw turn universal studio singapore globe dream come true indeed ive always dream visit popular theme park around world one top list great time attraction indoors outdoors alot whole day go around park happy experience p rain afternoon little bit prepared disposable raincoat raincoats uss also available know say price hehe ps2 also saw cute halloweenthemed minion one picture humansized one ok thanks bye hahaha,Weekdays
5.0,2019-10-07,Family,Oct-Dec,unforgettable,kid heart back u universal studio singapore must see visit singapore really love 3d transformer ride wait optimus bubble bee action go weekday avoid long queue overall enjoy park,Weekdays
5.0,2019-10-07,Unknown,Oct-Dec,fun day universal studio,go universal studio weekday brownie point u less local crowd less rush ride ride thrill go see live show amaze like magic even click picture favorite character even try food tasty variety cuisineeven shop area cool stuff book singapore trip thrillophilia arrange amaze trip u totally love entire trip everything nicely manage transport guide,Weekdays
5.0,2019-10-07,Solo,Oct-Dec,pain gain,one fine studio design entertainment alone major attraction roller coaster anyone get information net major setback huge influx people flock everyday visit marvel advice please make sure buy express pass advance online way one complete least 50 entire show way express pass without thing anyone keep photo come back,Weekdays
3.0,2019-10-07,Family,Oct-Dec,limited fun young childrens,family 7 4 year old hot day kid get exhaust even doublestroller express universal pas bad valid attraction good many thing young kid really worth funny teenager adult,Weekdays
5.0,2019-10-06,Unknown,Oct-Dec,best day,go weekday less crowd ride fun exhilarate wouldn’t say best theme park worth visit spend whole day make worthwhile order get you’d head towards harbourfront via mrt mall nearby call vivo,Weekends
4.0,2019-10-06,Family,Oct-Dec,another universal studio do dust,uss tick 3rd list one far must say much small expect however still great day you’re adrenaline junkie like sure head battlestar galactica human v cylon roller coaster personal fav cylon won’t disappoint plenty ride experience place dine shop spend money sure catch show water world it’s like take photo many character like free really great see theme park charge character photo transport sentosa breeze jump monorail highly recommend tourist travel young one plenty don’t forget take iconic photo front universal studio globe front,Weekends
5.0,2019-10-06,Group,Oct-Dec,fun day,visit friend fun day enjoy get early make game plan one way around park loop around recommendation would get fast pas spend lot time wait line ride you’re happy sit together rid single rider line ride use fill seat rid line move faster allow full day get around park take backpack easy bag carry locker available sure wear sun cream hat get hot sun day fun,Weekends
5.0,2019-10-06,Family,Oct-Dec,us,it’s second time usual rode fave transformer ride daughter enjoy lot adventurous one rode extreme ride miss corn dog uss ate much,Weekends
5.0,2019-10-06,Family,Oct-Dec,excellent,must visit 5 themed zone jurassic scifi egyptian faraway land hollywood gift shop restaurant rid activites best ride adventure seeker scifi battlestar galactica cylon human rest kid,Weekends
5.0,2019-10-06,Family,Oct-Dec,fun day,expensive family teenager class adult also express pas 1 ride get pass queue busy october school holidaysoutside food allow bag get check open 1000 get early start huge queue,Weekends
5.0,2019-10-06,Unknown,Oct-Dec,adventure fun masti,big theme park number ride best world important part express pas buy u want save time,Weekends
3.0,2019-10-05,Unknown,Oct-Dec,ok,place good ride nice excite stuff get really overcrowded one day pas possible ride even dishearten,Weekends
3.0,2019-10-04,Family,Oct-Dec,alright day rid short entertainment vary u park,purchase general admission two teenage child attraction wait time low actually find ride even big name ride like transformer 510min wait willing use app come back ride throughout day except thw two rollercoasters wait 30min 45min respectively say park doesnt compare florida california counterpartswe didnt encounter random park entertainment wheras usually find music comedy crowd entertainment u park even two show qued end cancel due weatherso bit dissapointing give really rain common nearly daily occurance singapore attraction would good small child short safe slowwe find park bit short thrill ride know small theme park 20 attraction six hour circle park three time youre look fun easy day singpore already visit singapore amaze attraction zoo garden etc youre willing pay price tag give gootherwise really must see,Weekdays
3.0,2019-10-04,Unknown,Oct-Dec,don’t bother without express pass,11yo 13yo excited head universal studio day enter 1030 go straight line cylon ‘25min wait’ enter eventually get almost front 15hrs express lane total priority wasn’t unusual 45 full ride express people go anyone else normal line ‘inclement weather conditions’ put total halt outdoor ride 2 hr still wait line decide leave universal studio need balance express pass normal admission rider similarly,Weekdays
5.0,2019-10-04,Family,Oct-Dec,awesome day,great day family long queues rid suggest priority pass getafford lot see plenty photo opportunity,Weekdays
1.0,2019-10-04,Family,Oct-Dec,don’t fee evil empire,huge disappointment many people 4th october bad even 160 express pass sell mean walk around queue everything hour sign ride say wait time 15 minute hold like cattle stifle condition hour half feel sorry kid six hour manage get two ride leave demoralised feeling rip,Weekdays
5.0,2019-10-04,Unknown,Oct-Dec,best place find excitement,uss reach mrt quite easy get come morning arena open thousand people visit every day take picture famous uss icon line soon get exciting game start trip egypt excite change transformer crazy cool target would thrill roller coster find souvenir food store uss show also display schedule,Weekdays
1.0,2019-10-04,Family,Oct-Dec,total rip,visited october 3rd queue rid 1 15 hour express pas unaffordable 170 per person unlimited ride even express pas holder queue try get photo meet greet character kid queue extremely long often cut could even get line disappointing day visit last year pay 70 unlimited express pass price double 12 month,Weekdays
3.0,2019-10-04,Family,Oct-Dec,disappointing experience,love theme park family visit universal studio singapore almost every 2 year yesterday overall experience really deteriorate bigtime visit last 2017 park full therefore wait time ride long quite disorganize mummy ride example use single rider queue express pas holder without additional signage single rider queue head exit queue inconvenience furthermore queue 30 minute close ride believe unforseen breakdown might occur however look onto stringent preventive maintenance affect patron another disappointing experience phototaking character statue madagascar sesame street etc appreciate rope orderly queue official photographer station didnt allow u take photo cameras handphones anyhow take photo use phone maximum 2 shot like force u buy photo take system previously besides pay entrance park include attraction photo spot prohibit photo take disappointment submit review discourage people visit uss get message across management clamour improvement,Weekdays
1.0,2019-10-04,Family,Oct-Dec,bad experience,go universal 4th oct 2019 bad experience ever far many people park accommodate place wait least 2 25 hr could take 3 ride get take u 45 minute many people serious violation safety security kid cry suffocation tiredness tight lane much greed selfish state affair sadly one seem regulate number people allow park sadly singapore govt keep watch,Weekdays
5.0,2019-10-04,Unknown,Oct-Dec,great day,great day universal buy express pas unlimited worth weight gold long wait ride 5 minute thoroughly enjoy day rid great fun,Weekdays
5.0,2019-10-04,Family,Oct-Dec,great day,spent day great time ticket available line entrance crowd reasonable day visit able go ride even day rain food theme park price starbucks main street good go jurassic park ride warn get wet use poncho don’t want get wet locker available next ride cost short amount time check map go lots restaurant food option outside park one merchandise shop outside park it’s small buy inside park halloween horror night great event visiting time year,Weekdays
5.0,2019-10-04,Family,Oct-Dec,excellent day,youre singapore theres wealth adventure spot small island universal studio must family friend age great ride go little thrill seeker amongst u make day make great memory visit singapore,Weekdays
5.0,2019-10-03,Unknown,Oct-Dec,excite fast,buy one time express ticket online program take less 30 minute wait use express pas roller coaster excite include 2 typebsh bsc enough time finish program express,Weekdays
5.0,2019-10-03,Unknown,Oct-Dec,friend vacation,visit singapore lucky enough go universal studio go amazing ridesplenty see keep whole daylots eatery drink stand jurassic park favorite ridewe great time,Weekdays
2.0,2019-10-03,Unknown,Oct-Dec,bother interested make money customer experience long wait even express pas,pay 850 3a 1c entry unlimited express pass universal studio love theme park many purchase express pass could also major attraction singapore last 6 day would never recommend theme park anyone unbearable wait express pass image awful wait didnt plus hour wait get short line friar food ridiculous express pas worth expense park worth without pas limit express pass limit amount visitor per day either provide ride entertainment quality quantity anyone read review garden bay amaze sea aquarium absolutely stun 4 park hopper pas zoo night safari bird park river safari worth every cent spend money elsewhere,Weekdays
5.0,2019-10-03,Family,Oct-Dec,fun visit,husband go really enjoy day rain whilst still able see ride everything make sure 2 big roller coaster ‘battle star galactica’s human colon’ first enjoy show good day,Weekdays
5.0,2019-10-03,Unknown,Oct-Dec,great day,great day two adult 12 8 year old pay express pas well worth definitely would manage go ride want without nice find air condition space eat refill water bottle great variety ride entertainment,Weekdays
5.0,2019-10-02,Family,Oct-Dec,much fun,family 4 two teenager best day luckily visit universal week id hate see busy weekend would wait approx 2030 min ride painful highly recommend pay little extra express save time food toilet access easy overall amazing experience,Weekdays
3.0,2019-10-01,Family,Oct-Dec,great time overall check advice first,visit universal studio singapore 11019 bought standard entry part multiticket deal universal orlando la previously compare it’s small much expensive pretty poorly organizedrun follow advice letter visit tuesday mid week season aussie oct school hols arrive 9am queue early go straight transformer queue follow cylon human queue mummy get big one way early spent afternoon rapid dinosaur boat ride show buy kid shrek pancake icecream 15sg food drink expensive cup plastic dinosaur stick top 25sg make day boy age 8 9 enjoy left overpriced merchandise transformer toy 3x cost buy target good day overall boys old enough go everything young enough amused i’d imagine there’s really enough keep older kid amuse day don’t think need visit,Weekdays
4.0,2019-10-01,Family,Oct-Dec,great day,husband visit first time theme park without child ball go ride buy themed merchandise get photos character seem soon walk gate inner child come play roller coaster great didn’t buy fast pas didn’t wait long rides good variety ride available suitable age great day,Weekdays
5.0,2019-09-30,Family,Jul-Sep,awesome themepark,much want try ride universal studio singapore could long queue line could afford adult pas experience great try transformer ride first give adrenaline ride dont recommend puss boot rid feel like ahhhowahhhowahhhow good kid though,Weekdays
2.0,2019-09-30,Family,Jul-Sep,discount wheelchair user disappoint,enquire special discount im whcr bound unable walk tell pay adult price 79 ask willing gv senior price know wont able take rideunfortunately adamant n insist pay full price choice pay son didnt go ride really disappointing country like singapore make life whcr user friendly amenity pathways somehow forgot aspect uss look matter make u disabled ppl feel reject spent time sit sun wait son finish ride thats get pay 79 real rip shall say daylight robbery uss find new way tackle matter u find misused pls ask u produce special need card im sure country card posses special card physical disability unfortunately uss didnt interested hope uss get bottom answer thank,Weekdays
5.0,2019-09-30,Unknown,Jul-Sep,wow amaze,galacia atlantica roller coaster excite fun thenroller coaster eazypt session really tricky fun park clean ah absoultey soak take jurasic park boat,Weekdays
1.0,2019-09-30,Family,Jul-Sep,discount weather,understand business need survive entire theme park rain surely redress could offer day utterly bring standstill tropical downpour last hour ride understandably stop family trip completely ruin expensive way,Weekdays
4.0,2019-09-30,Unknown,Jul-Sep,fascinate theme park,ive many time keep come back every year fascinate big theme park uss near universal studio country uss hot good experience queue ride kindhearted lady borrow umbrella amazed attention overall uss one recommend tourism destination singapore,Weekdays
5.0,2019-09-30,Group,Jul-Sep,absolutely fantastic,many time keep come back whenever i’m singapore friend america really enjoy well special shout anthony guy man donkey live counter friendly give best tip trick park eat go times awesome guy overall super fun place definitely recommend,Weekdays
3.0,2019-09-29,Unknown,Jul-Sep,overrate overprice,overall bit average good value money queue excessively long numerous “expected wait times” 45 60 minute expectation see character star throughout day limit time 3 separate occasion tell “line closed” couldn’t meet character get photo get photo take transformer pay 35,Weekends
5.0,2019-09-29,Group,Jul-Sep,amaze park,go friend say lot fun ride even though wait queue worth even setup really nice,Weekends
5.0,2019-09-29,Unknown,Jul-Sep,excellent,advance advantures safetyi like 3d show skifijurasic park many enjoyful activitiesi would like visite whenever come back singapore,Weekends
5.0,2019-09-29,Family,Jul-Sep,visit low season,kid love lucky visit low season weekday ride several time almost almost new queue cannot imagine high season probably would hate luxury time visit low season otherwise prepare queue least 2 hour per ride run 3 min,Weekends
5.0,2019-09-28,Unknown,Jul-Sep,awesome experience,part singapore tourismand become fan itbecause make everything nice safe amazingyou need complete day enjoy fullestit bit expensive go express ticket undoubtedly worth itas save time stand queue let enjoy moremust thing name fewthe mummy return terminator big ridesits bout exploringamazing indeed,Weekends
5.0,2019-09-27,Family,Jul-Sep,excellent theme park,singapore like theme park one top list disappoint weve universal studio hollywood universal studio orlando excellent well like one good attraction far water world literally next jurrasic park ride mummy ride next transformer shrek castle attraction miss go wednesday long queue jurrasic park long wait 45 minute rid 10mins less everything expensive inside park budget make sure kid feed plenty water backpack yes small theme park sure quality theme park highly recommended family,Weekdays
5.0,2019-09-27,Unknown,Jul-Sep,great fun,every year great small variation year always good maybe ride upgrade would help improve return visit,Weekdays
5.0,2019-09-27,Unknown,Jul-Sep,awesome theme park,awesome theme park worth despite long line love revenge mummy transformer ride,Weekdays
4.0,2019-09-26,Unknown,Jul-Sep,worth plan well,arrive 915 convert book confirmation ticket guest service hard find ticket booth set front block queue half 9 start let people 10 10 head straight cylon wait 5 minute go human 10 minute wait cylon much ‘thrill ride’ human mummy 15 minute wait definitely worth get early get mummy still say 15 min decide however end much longer therefore charge belonging locker 45 minute wouldn’t open locker we’d pay yet obviously moneycards inside locker weren’t allow anything take age find member staff charge 4 even though queue time wrong ridiculous system locker humancylon seem date time allow change base queue time much well system queue longer long wait hour single rider canopy flyer jurassic park end go close together didn’t wait around meant queued 1015 minute jurassic park rather 110 want obvious single rider queue make sure ask keep check cylon throughout day app well ride always completely accurate well nothing wait reduce 645 say 30 min think might even able another ride park shut 8 however take hour think problem ride time get 1 run rather 2 however time queue express pass get ride 3 time see express pas would’ve cost u 110 even buy advance unfair get much priority overall 14 ridesshows day happy agree many comment express pas holder get much priority,Weekdays
5.0,2019-09-26,Unknown,Jul-Sep,place awesome full entertainment,amaze experience best ride two main roller coaster battlestar galactica first awesome ride park next go transformer revenge mummy jurassic park rapid adventure shrek 4d cool show water word section place bag locker certain ride think bag huge cafe merchandise shop park well portable wate,Weekdays
4.0,2019-09-26,Family,Jul-Sep,good place spend entire day,weve one la back 2012 singapore similar new addition enjoy ride young child great time return,Weekdays
2.0,2019-09-25,Family,Jul-Sep,poor attempt park,theme park thorough world say park major disappointment even get park experience poorly manage monorail system park majority rid either close broken wouldnt go back really wouldnt reccomend comparison american park,Weekdays
3.0,2019-09-25,Unknown,Jul-Sep,small thought,place small duration ride shorter compare one japan usa dependant long plan stay singapore 1 full day spend sentosa island advisable get express pas way get take ride available still finish lunch time way lunch get explore rest island attraction,Weekdays
3.0,2019-09-25,Family,Jul-Sep,okaybut nothing compare usa,hour universalqueues quite long uncomfortable heat good there small kid didnt feel much u do stick florida theme park,Weekdays
4.0,2019-09-25,Family,Jul-Sep,funny thing,best place spend day family kid friendly dont forget prepare money want ride skyride another please dont forget bring enough pocket hehe,Weekdays
3.0,2019-09-25,Unknown,Jul-Sep,small hot still fun,relatively small park thrill rid humid hot partly shade area usual expensive food drink fair entry price queue estimate sometimes mikes nice staff one starbucks,Weekdays
5.0,2019-09-24,Unknown,Jul-Sep,superb,vivo city department 3 rd floor harbourfront mrt stationthere sentosa express sentosa 3 dollar feejust 1 station water front stationyou meet universal studiobooking online ticket travel agency get promotion price,Weekdays
5.0,2019-09-24,Family,Jul-Sep,second time still impress,good place kid family first visit 2015 visit 2019 still maintain rides staff kind welcome good time herea,Weekdays
4.0,2019-09-24,Family,Jul-Sep,worth visit wait time huge,theme park small comparison one paris result huge wait time ride like transformer 3d ride jurassic park rapid adventure stand queue around two hour one two ride 4 hour frustrate tire otherwise attraction worth visit,Weekdays
4.0,2019-09-24,Unknown,Jul-Sep,awesome,amaze placelots ride something everyonebest battle star galacticamummy dark ride transformer jurassic park also must ridewe visited weekday morningup 3 pm long queue every smooth express pas available cost varies per rushwaterworld show also mustmany place eat serve different cuisine,Weekdays
4.0,2019-09-23,Unknown,Jul-Sep,bad awesome,theme park one visit stack souvenir fast food eater stack ride cue everywhere buy express ticket around 100and youcan jump cue day ive wouldnt come back diverse citynearby much see theme park,Weekdays
4.0,2019-09-22,Unknown,Jul-Sep,fun theme park sentosa island,universal studio theme park big one america still lot interesting feature thrill ride unlike original universal studio hollywood california there tram ride back lot popular ride theme park mummy ride jurassic park water ride visit weekday visitor appear foreign tourist wait time popular ride around 3040 minute others wait queue warn food drink expensive like place fun people dont expect good original universal studio big one florida usa,Weekends
4.0,2019-09-22,Unknown,Jul-Sep,fun day,though good day compare universal studio much small ride limit enjoyed firework end day overall still ok everything expensive,Weekends
4.0,2019-09-21,Unknown,Jul-Sep,bad,universal studio usa disappointed small still fun way spend time visit sentosa island,Weekends
4.0,2019-09-20,Unknown,Jul-Sep,efficient theme park,compact universal studio japan play enough half day weekday morning ride attraction almost wait time 日本のユニバーサル・スタジオに比べると小さくて、半日あれば回れます。 平日の午前中に行ったせいか、待ち時間はほぼ無しでアトラクションに乗れました！ マダガスカルのアトラクションの近くにある売店で売っているかき氷がとっても美味しかったです。,Weekdays
3.0,2019-09-20,Unknown,Jul-Sep,average,attend monday thinking park wont busy right able get ride early later rid 70 min wait park small wont take long get around mindful jurassic park raft 3cm water bottom shoe sock wet rest day doesnt drain probably something park fix offer 5 dry service ride free consider overall park great value money,Weekdays
5.0,2019-09-20,Family,Jul-Sep,day,recently visit universal studio singapore sentosa island day must singapore easily spent day manage get around ride couple show park well design go circle suggestion get big roller coaster first wait time 40 minute compare 5 minute park first open didn’t experience long line long 30 minute child friendly ride child free entry due age suggestion travel young child upgrade adult ticket priority young isn’t wait long come big ride you’ll get ride lot quick tell miss peak season go rapid ride warn you’ll get wet even soak experience yes get wet wasn’t soak didn’t bring rain coat ponchos decided end day problem make sure bring poncho buy park cost 5 cold drink fountain locate around park well line ride byo water bottle water cost approx 4 great family fun day definitely back little one reach minimum height ride,Weekdays
5.0,2019-09-19,Unknown,Jul-Sep,enough entertain child day,fantastic palce provide u get express pas wait 2 hour first game later upgrade express pas enjoy activity,Weekdays
5.0,2019-09-19,Unknown,Jul-Sep,awesome time,must visit place singapore require whole day cover lot rid show ride need wait 1 hour rush may buy express pas also express entry reduce wait time,Weekdays
5.0,2019-09-19,Unknown,Jul-Sep,excellent,wonderful place small one la cheap also great place spend day weekend must buy express ticket avoid long wait,Weekdays
5.0,2019-09-19,Family,Jul-Sep,amazing experience,awesome place hang spend day family friend compare california great asia region best,Weekdays
5.0,2019-09-18,Unknown,Jul-Sep,park fun,one quick hack roller coaster heavily busy morning weight time exceed 1 hour however 4 pm get little light wait time reduce 20 minute would suggest ride less wait time early move roller coaster,Weekdays
4.0,2019-09-18,Family,Jul-Sep,exactly youd expect,exactly like universal studio anywhere nearly many ride universal studio florida ride scale few id still recommend purchase fast pass even though peak season queue still long well know popular ride battlestar galactica rollercoaster ride transformer shrek waterworld stunt show light camera action show number rid adult child whereas youd hard push everything would want universal studio florida could actually everything within half day provide make use fast pas option definitely worth distraction traditional sight see excursion kid adult alike love,Weekdays
4.0,2019-09-18,Unknown,Jul-Sep,long queue kill thrill,it’s beautiful fun park lot rid 10 min ride queue 1 2 hour time singaporeans come one two ride pass valid one year tourist leave one day studio select must rid first try select week day food inside studio expensive outside everything available,Weekdays
5.0,2019-09-17,Unknown,Jul-Sep,movie lover must,great park good ride lots character set look food pricey it’s really hot sentosa get express pas really make difference good day thumbsup,Weekdays
4.0,2019-09-17,Unknown,Jul-Sep,cool ride long wait time,though small universal studio world attraction still require one queue least 30 minute overall still good place thrill fun,Weekdays
4.0,2019-09-17,Family,Jul-Sep,pay extra get fast pas,hi wife visit movie fan overall small medium size park compare one u also line quite long without fast pas despite think well worth visit next time would definitely pay extra fast pas go ride,Weekdays
4.0,2019-09-17,Unknown,Jul-Sep,enjoyable enough,visit universal studio la last year seem sensible visit one whilst stay singapore expect level la however still great time manage get ride go wednesday school holiday thankfully queue horrendous people say,Weekdays
5.0,2019-09-17,Unknown,Jul-Sep,worldclass,one best fantastic film studio world attract visitor part world,Weekdays
3.0,2019-09-17,Unknown,Jul-Sep,fast pas must,without fast pas queue long small park plenty resort really clean,Weekdays
2.0,2019-09-16,Family,Jul-Sep,movie world universal studio,actually quite disappointed universal studio definitely theme park miss important interesting part u park movie making component lot similarity movie world australia travel three autistic child quite aware observe many accessibility option available type tourist venue specific disability queue entry kind quietsensory map information provide attend park outside peak season school holiday find line ride ridiculously long lot ride try seem datedold shrek relate 4d movie interesting long build earlier room patron require stand least 10 minute mention signage option provide disability also poorly organised people put haphazard line manually door open entry everyone rush forward lose trace imagine line place think choose one thing sentosa would think ever chance try aquarium,Weekdays
3.0,2019-09-16,Unknown,Jul-Sep,fun good la,short ride long queue 60 90 min ridiculousl wonder keep queue long encourage buy expensive express pas transformer battlestar galactic mummy ride excellent lot others tire need update,Weekdays
5.0,2019-09-16,Unknown,Jul-Sep,excellent place sentosa island visit,spend one entire day universal studio kid take fun ride avoid go weekend start early around 930 cover ride adventure,Weekdays
5.0,2019-09-16,Family,Jul-Sep,excite exhilarate experience age,wife spend day able get first two show without much wait queue first one hollywood light camera action transformer superb senior tire heat humidity well carry umbrella hat try 2 day universal spare time money try avoid weekend holidays brochure identify food location drawback,Weekdays
5.0,2019-09-15,Unknown,Jul-Sep,trip us lil brother,lot attraction que long normal theme park well buy express ticket,Weekends
4.0,2019-09-15,Family,Jul-Sep,amusement park move make,find park little disappointing compare u version amusement park orientate movie making magic would great young kid there’s lot young kid ride still fun though 11 12 yr old find good thrill ride,Weekends
5.0,2019-09-15,Unknown,Jul-Sep,much fun,go universal studio singapore soon get cruise ship fun day free wifi around park give food voucher awesome lot less expensive universal studio state see experience visit youtube channel morgancita line move fairly quickly able get 10 ride mid afternoon time highly recommend visit stayed le méridien singapore hotel easily walk also free monorail,Weekends
5.0,2019-09-15,Unknown,Jul-Sep,greatfun,lovely place lot fun dont get enough time ride since crow thats disappointment everything good worth money,Weekends
5.0,2019-09-15,Unknown,Jul-Sep,great,universal studio one best studios world love vibes great lovely atmosphere good feeling,Weekends
4.0,2019-09-15,Unknown,Jul-Sep,great day,come week purchase express pas didn’t wait line glad line massive nearly line would love see shade undercover area,Weekends
5.0,2019-09-15,Family,Jul-Sep,great time second time around,lovely place kid u adult kid enjoy ride great day voucher lunch upon purchase ticket gate long day worth,Weekends
5.0,2019-09-14,Family,Jul-Sep,great fun adult kid,thoroughly enjoy trip universal studio although wait line tiresome definitely well worth transformer 4d ride truly favourite ride park load activity ride kid adult would definitely go back,Weekends
2.0,2019-09-14,Unknown,Jul-Sep,birthday holiday,look forward universal studio somewhat disappoint one ride look forward mummy close didn’t get inform prior go even though prebooked ticket purchase vip entry can’t use ride give direct acces rid shortens queue treat go go ride didn’t open 11 even though park open 10 go toilet close clean park open would go,Weekends
4.0,2019-09-14,Family,Jul-Sep,variety ride long wait time poor food,love different ride suit different age group kid 5 7 9 quite entertained annual pas holder several year heres tip share survive day young kid 1 go early q start early 9am help first q wait hour popular ride get spouse take turn q kid play fringe water fountain chocolate store sometimes fringe game store etc etc 2 go straight transformer old kid q become 60min late day follow 2 rollar coaster ride mummy ride long wait time go single rider q start form 3 follow would around 1045 1055 standby outside jurassic world open 11am natural queue usually normally form needpoint q stand behind rope direct staff go dino boat ride canopy flyer would clear ride normally would need wait 12h spend afternoon show eg light camera action sesame street shrek etc etc weather hot singapore last hour go dragon ride miss much q madagascar boat ride q time kid old enough sit mummy ride big roller coaster tall enough dragon pus boot rollar coaster go open ride also tend long waiting time day food wise lot option pricey unhealthy nothing suitable young child dont allow u bring food even snack bread grape kid yes tell rent locker outside put kid grape course refuse ate spot small box many food option outside however particular food restriction fine enjoy,Weekends
5.0,2019-09-13,Family,Jul-Sep,universal appeal,universal studio singapore adventurous excite outing sure thrill whole family battlestar galactica roller coaster fantastic well worth muster courage experience food beverage gift shop professional photography service overprice you’d expect theme park that’s part charm worth budget waterworld stunt show extremely impressive entertain definitely worth see locker recommend rent property locker main entrance turn right immediately enter gate rather locker near attraction within park way pay 15 onceoff expense access relocking often like,Weekdays
5.0,2019-09-13,Family,Jul-Sep,love,park small park usa japan still great visit rid great staff polite friendly would expect universal studio park definitely glad go would probably go give opportunity easy get use mixture taxis public transport stay marina bay like short taxi ride food option merchandise great lot option gift store fully stock people complaint previous review yes hot humid probably note book trip singapore come australia slight advantage weather summer traveller check weather planning trip dont likecannot stand hot humid weather dont book trip place season hot hotter make sure prepared day wear loose clothing hat outdoors comfortable shoe bring water bottle fan umbrella want complain queue little dim theme park popular wide range age group yes queue dont want line roller coaster get photo favourite character suggest go nonpeak period year time day upgrade ticket use fast pas option could also like husband use single rider line often less half wait normal line ride matter sit next park great small attraction sentosa island still time spare,Weekdays
4.0,2019-09-13,Solo,Jul-Sep,small fun,place tiny universal park standard theme park standard general theyve cram full day worth entertainment small park though highlight mummy jurassic park section water world also cool staff friendly many food option though lot option individual restaurant friday september queue long hour case single rider line help dont see single rider line ask staff many time ask solo sent express lane special single rider ticket save loads time stand line attraction could use fresh coat paint jurassic park seem far date already park new odd thing walk around felt like cheap park imitate universal studio park real deal still lot fun though well worth visit,Weekdays
4.0,2019-09-13,Family,Jul-Sep,good excitement family child,great experience dream illusive innerself ideal kid 18 plenty fun,Weekdays
