"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"ndusha","https://www.tripadvisor.com/Profile/ndusha","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","Bangalore District, India","5","Apr 2019 • Family","Best of the Best","Anyone visiting Singapore shouldnt miss the Universal Studios. Approx 21 rides, I loved the Madagascar ride, Lost world and others","Family","0","","Written May 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tiffany Thuy","https://www.tripadvisor.com/Profile/TifanyThuyHCMC","https://media-cdn.tripadvisor.com/media/photo-o/17/51/60/aa/caption.jpg","Ho Chi Minh City, Vietnam","4","May 2019 • Family","Fullday visit still not enough","We spend all day there & also 120 SGD/per for express land! Fun & exciting! Definitely great place for kids & adult at any age! Hello kitty & minion for sales!!! Great time & great day! ","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/48/photo9jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/47/photo8jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/5e/31/46/photo7jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/45/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/44/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/5e/31/43/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/42/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/41/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/40/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/5e/31/3f/photo0jpg.jpg","Written May 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Krazz","https://www.tripadvisor.com/Profile/Krazz","https://media-cdn.tripadvisor.com/media/photo-s/04/91/c0/93/kraz2013.jpg","Melbourne, Australia","4","Apr 2019 • Couples","Great park but check the weather!","The park is similar to the US one, but I liked that the Mummy ride and Jurassic Park rides routes and set were different, so that was something new. Loved the Cylon roller coaster - highly recommended for thrill seekers. Only thing to look out for is the weather as it rains quite often. The morning I got there, it was raining heavily and I still went in. The indoor rides will still work when it rains and the outdoor rides will only work when the weather gets better. Make sure to go there on a less rainy day. Luckily, the rain had subsided by the afternoon and we could go on all the rides in the end.","Couples","0","","Written May 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"LJB610","https://www.tripadvisor.com/Profile/LJB610","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","San Diego, CA","3","Apr 2019 • Couples","Good effort but falls short","If you have visited Universal in the US, don't expect the Singapore version to be the same. Good for a day out but falls short of the US locations. It is of course much smaller and the rides seemed 'tamer' than the US versions. <br />The more mature staff are polite and helpful but the younger (entitled) generation seem to have the opinion the park is there to provide them with a job,not for them to provide great customer service. Take note Universal, your younger staff need a lot more lessons in customer service. <br />The park is on Sentosa Island and getting here is relatively simple using the cable car, light rail,bus, car or taxi. Being smaller there are fewer attractions and rides but you will still need the better part of a day to get round everything. Singapore is a very popular tourist destination so worth the extra charge for the ""Fast Pass"" or Universal Express as they are called here. <br />There are the usual gift shops and many food and beverage options to chose from within the park. Not brilliant but a fun day out.","Couples","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Edoardo Peniche","https://www.tripadvisor.com/Profile/Epeniche","https://media-cdn.tripadvisor.com/media/photo-o/05/a6/d9/d3/epeniche.jpg","Dublin, Ireland","4","Apr 2019 • Family","It’s never too late 😉","We have visited US Singapore several times and is always a good experience, however my kids are growing and the quantity of attractions for middle age kids are not that many, certainly is nice for few hours but not for the entire day as it is on the American parks.","Family","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rajesh Kumar P","https://www.tripadvisor.com/Profile/RajeshKumarP35","https://media-cdn.tripadvisor.com/media/photo-o/18/68/3a/05/caption.jpg","Singapore, Singapore","5","May 2019 • Couples","Start early in morning can finish it in a day","The best attraction in singapore .. <br />This will open at 9am make sure you are at gate 9am so that you can finish in one day ..<br />Don’t miss the transformers and mummy rides.<br />There will be one water world live show at 2pm or 4pm don’t miss it <br /><br />","Couples","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"NandanRao","https://www.tripadvisor.com/Profile/NandanRao","https://media-cdn.tripadvisor.com/media/photo-o/03/d3/a6/2e/nandan-rao.jpg","Bengaluru, India","5","Apr 2019 • Family","Full day fun","Although not as big as the US in Los Angeles, the Singapore version packs enough fun for the whole family for a day. <br /><br />We went during a week day expecting less crowd, but were surprised with the amount of people and decided to purchase the Express tickets (best decision). This saved us hours of queuing time and allowed us to visit all the attractions. <br /><br />The highlight of the park is the HUMAN Vs CYLON. <br /><br />CYLON is the most thrilling of the rides and along with my son, we had the most fun in this ride. Make sure that you wait for an extra turn to take the front row seats as this provides the maximum thrill especially when it accelerates fast and dives down. This ride involves sudden acceleration, fast dives and 5 times in the ride it goes upside down. Make sure that the stomach is empty before this ride<br /><br />HUMAN on the other hand is a bit subdued with no 360 degree rotation. It is much doable for those afraid of the roller coaster rides.<br /><br />The other rides worth doing (In the order of preference)<br />- Transformers the ride<br />- Mummy<br />- Lost world Rapids adventure (You will be soaked)<br />- Shrek 3D <br />- Puss in the Boots<br />- Lights camera Action<br /><br />The only show that is worth seeing (Must do) is the water world show next to the Jurassic world. Show timing is at 4:30pm. Make sure to arrive at 4:10pm to get the best seats.<br /><br />Overall a fun filled day and based on the crowds, it is worth buying the express pass. Food is expensive inside and Louis pizza is recommended. There are many places to fill water bottles and lockers near the Mummy ride are free for 45 minutes.","Family","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ジョージ","https://www.tripadvisor.com/Profile/Honey-sweet-baby","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","4","Mar 2019 • Business","コンパクト版ユニバーサル","コンパクトですし、日本のように混んでないので、一日でほぼ回って満足感が得られます。遊歩道を歩いて行くのがお勧めかな。","Business","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Gabrielle B","https://www.tripadvisor.com/Profile/GabrielleB1042","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","","4","Apr 2019","day out with kids and adults","The whole family, 15 of us went to Universal studios for the day. We thoroughly enjoyed the rides although the queues were long. We were expecting to see the Harry Potter ride but it wasnt there. My kids had great joy in hearing me scream on the Transformer ride. We waited 1 hour to get on which was extrememly frustrating. ","","0","","Written May 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"nehas","https://www.tripadvisor.com/Profile/nehasoam","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/89/a1/9c/avatar.jpg","Mumbai, India","5","Apr 2019 • Family","The fun day","Right from getting up to getting ready,we did everything early that day,so that we could reach the studio by 9:30 am.So,the studio doors open at 10 am and people start queuing up some 45  mins to 1 hour before that.<br /><br />A few pointers - Reach early,try to plan the universal trip on a weekday, weekends r crazy.<br /><br />As soon as you enter,no matter how tempted you are to click pictures,but start with the rides first,as the queues (per ride) may get bigger,if u get late for the rides.<br /><br />The rides we did as per the different zones were -<br />1) Sci fi zone - Transformers 3D ride (the perfect start to an adventurous day)<br />2) Sci fi zone - Battlestar Galactica Human (Cyclon is one notch up) n we totally enjoyed the scare,the shouts n the adrenaline rush.<br />3) Mummy zone - Revenge of the mummy (Dark n scary)<br />4) Jurassic Park - Rapid Adventure<br />5) Water world show (if you are looking at a play with lots of Bollywood action)<br />After lunch break -<br />6) Jurassic Park - a roller coaster ride (don't remember the name of this ride specifically)<br />7)Far far away - Shrek 4D (our daughter enjoyed it but it was an ok experience,can be missed if you try the puss in boots ride)<br />And rest all the rides after this seemed repetitive.<br /><br />So,we were done by 4 pm,which gave us enough time for the clicks and souvenir shopping which my daughter wanted to do.<br /><br />There are water stations at regular intervals,so water can be refilled and enough food joints. Keep some time to roam around the place (every nook and corner),they have decorated it so well,inside out.<br /><br />In all,we had a fun filled day with lots of good memories.","Family","0","https://media-cdn.tripadvisor.com/media/photo-o/17/58/50/a9/img-20190423-wa0013-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/58/50/a8/img-20190423-151514-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/58/50/a7/img-20190423-wa0026-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/58/50/a6/img-20190423-164659-largejpg.jpg","Written April 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nadnic06","https://www.tripadvisor.com/Profile/Nadnic06","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d1/69/avatar.jpg","Tangerang, Indonesia","5","Apr 2019 • Family","Short Holiday","Love it, pas Elmo birthday. Cocok buat anak2. Kalau ke sini pakai baju yang nyamannn. Sepatu atau sandal yang enak dikaki Karena jalann terussss😆 permainannya ok.","Family","0","https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/49/img-20190424-121927-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/48/img-20190424-122314-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/47/img-20190424-122103-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/46/img-20190424-181819-617.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/45/img-20190424-144654-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/44/img-20190424-150840-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/57/fe/43/img-20190424-152110-largejpg.jpg","Written April 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rizki Perdana","https://www.tripadvisor.com/Profile/rizkiperdana","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg","Jakarta, Indonesia","4","Apr 2019 • Couples","Luar biasa, nammun hati-hati dengan antrian pada hari libur","Universal Studio Singapore, seperti kita ketahui ini adalah Universal Studio pertama di luar Amerika sebelum mereka membuka yang terbaru di Jepang. Berlokasi di Resord World Sentosa di Pulau Sentosa, taman bermain ini sangat luas dengan beragam wahana permainan. Usahakan datang dari saat taman buka yaitu jam 10 pagi, di hari libur taman tutup lebih larut yaitu jam 10 malam, tapi di hari libur antrian untuk wahana-wahana favorit bisa mencapai 1 jam lebih untuk ride yang tidak lebih dari 5 menit. Di tiap pintu masuk wahana ada informasi antrian berapa menit, cermati apabila ingin masuk, jangan lupa ambil peta di pintu masuk, untuk mempermudah mobiltas kita di dalam taman. Sempatkan untuk menonton atraksi Waterworld, karena menurut saya ini adalah atraksi terbaik di sini, atraksi favorit lainnya menurut saya adalah Transformers, Jurasic Park (siap-siap untuk basah), Battlestar Galactica Human vs Cylone dan juga Istana Far Fara Away. Selamat berlibur.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/95/uss.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/8f/uss.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/88/waterworld.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/85/waterworld.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/7c/ride.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/76/far-far-away.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/57/d7/69/far-far-away.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/57/d7/64/far-far-away-castle.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/60/far-far-away-castle.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/57/d7/5c/globe.jpg","Written April 30, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"genuine_saj","https://www.tripadvisor.com/Profile/genuine_saj","https://media-cdn.tripadvisor.com/media/photo-o/0f/1e/ef/e6/genuine-saj.jpg","Dewsbury, UK","5","Apr 2019 • Family","Good day out","Rides i would recommend for the thrill seakers are Transformers, cyclone, human and galactica. The shows are good. Not as nice as Orlando but definatly a good day out. ","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/56/7d/af/20190426-172417-hdr-largejpg.jpg","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Buddy","https://www.tripadvisor.com/Profile/8675309Buddy","https://media-cdn.tripadvisor.com/media/photo-o/28/c0/5e/17/8675309buddy.jpg","Clearwater, FL","3","Apr 2019 • Family","Small park","Its small if you have been to a real park, like Disney world .<br />Fun for young kids .<br /> Easy to get to. We got there early 9:00 very few lines.","Family","0","","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Fook L","https://www.tripadvisor.com/Profile/FookL","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","Singapore, Singapore","2","Apr 2019","Theme Park???","It has been a big disappointment bringing my guests to Universal Studios Singapore. Especially having the experience in other theme parks outside of Singapore. It was a demoralising start. The signage showed wait-time at Galactica ride to be 70 minutes, but we were caught in the queue for 120 minutes before we could take our ride. Even simple rides like Treasure hunt has queue time of 30 minutes displayed. Our experience suggested to us that we should not trust the signage as we waited longer than what was stated. We spent more time in the queue than enjoying ourselves on the rides. Just because we did not buy ""express"" tickets, cannot be used as an excuse to make us wait longer than what was projected. <br /><br />The services are closed to non-existent. The service staff lacked charisma and ushered us as if we are on a bus-ride.   <br /><br />I will definitely not bring my guests to visit Universal Studios Sentosa if there is no compelling reason to do so. ","","0","","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"warren a","https://www.tripadvisor.com/Profile/56warrena","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg","El Arish, Australia","3","Apr 2019","Long wait ","Hot long wait for rides every thing in side was a ripoff but the kids did have fun just grumpy parents ","","0","","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rizvin","https://www.tripadvisor.com/Profile/Rizvin","https://media-cdn.tripadvisor.com/media/photo-m/1280/23/6a/84/80/rizvin.jpg","Hyderabad, India","5","Mar 2019 • Family","VIP experience - The best way to experience USS","We visited Universal Studios Singapore in April 2019. Since we had limited time and also 2 kids along with us, we decided to book the VIP experience. Even though it was way beyond our budget, it was one of the best decisions we made. <br /><br />VIP experience is a 5 hours guided tour of USS covering almost all the rides and zones along with a guide and the best part is we get priority entry everywhere. We are literally treated as VIPs. <br /><br />As per the instructions shared during our booking, we reach USS 15-20 mins before the tour started. In our case the tour was scheduled to start at 10:00 AM. We were introduced to our guide Jethro and he was an amazing person. He explained to us the various zones in the park, asked our preferences and planned the entire tour in such a way that we have the best experience without missing any of the rides or shows. <br /><br />As mentioned earlier, we got priority entry to almost all the rides and shows, watched the Waterworld stunt show from an exclusive airconditioned viewing room, front row seats to all rides and shows, food coupons, special tags, badges, etc. <br /><br />Jethro made our trip to the USS absolutely amazing and we enjoyed the entire experience without getting tired or losing time waiting in queues. Thank you so much Jethro. You are a rockstar!!!!!<br /><br />The VIP experience is definitely a must do and you will never regret the extra money shelled out. <br />","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/55/8f/89/photo7jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/55/8f/88/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/55/8f/87/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/55/8f/86/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/55/8f/85/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/55/8f/84/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/55/8f/83/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/55/8f/82/photo0jpg.jpg","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Scott M","https://www.tripadvisor.com/Profile/smuir0908","https://media-cdn.tripadvisor.com/media/photo-o/17/74/ca/c2/smuir0908.jpg","Melbourne, Australia","5","Apr 2019 • Family","Great fun and plenty to do.","Attended on a Saturday as it is open until 10pm and ends the day with fireworks.  Invested in 2 x Universal Express passes ($S90 each).  These proved invaluable and ensured that we waited no more than 20 minutes in a queue for the rides so I recommend the investment if you are wanting to spend the day on the rides.  Huge down pour an hour before the gates opened which must never deterred people from coming as the place didn't seem too busy or crowded.  There are free lockers for between 45 or 105 minutes (free period depends on the length of the queues at the relevant rides) otherwise it is up to $S20 for the day.  Lucky enough to go on about 30 rides as the express pass lines were not more than 20 minutes, most rides we were able to get on straight away.  Plenty of food options available however most were closed due to the smaller crowds and I assume the weather but still plenty of choice.  Otherwise, get a pass out and go the the food options outside the park.  Fireworks were ok without being spectacular but worth waiting for and a good way to close out the day.  The weather improved throughout the day so my 13 year old son and I have a great time. Would return again and would also purchase the express passes as they save so much time in queues, even if they cost more than the entrance fee!!.","Family","0","","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Visitor","https://www.tripadvisor.com/Profile/Worldtraveller782673","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/88/ad/89/caption.jpg","Australia","1","Apr 2019 • Couples","Lines hours long: two rides in 6 hours","Lines of more than two hours for rides, lines for toilets, lines for lockers. By 4pm we had ridden only two rides. Save your money.","Couples","0","","Written April 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Michael, Herny & Mitchell","https://www.tripadvisor.com/Profile/SwissBaliLove","https://media-cdn.tripadvisor.com/media/photo-o/23/1a/8a/53/swissbalilove.jpg","Zurich, Switzerland","3","Apr 2019 • Couples","Not convincing","We went there on a rainy weekday, ie there were not so many people (which is good). If you dont like roller-coasters, then the Universal Studios might be a bit boring. There are many different themes (from Egypt to Jurassic Park), but in the center of all themes are roller-coasters and souvenir shops. That gets a bit boring, especially if you dont really like roller-coasters. In summer time when there are long queues, it might be disappointing to queue for 1+ hour for a 5-10 minute ride, only to queue at the next attraction. So overall, its nice to have been there, but no „must“ in Singapore.","Couples","0","","Written April 28, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Companion606480","https://www.tripadvisor.com/Profile/Companion606480","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","4","Apr 2019","Good day","Having been to Floidas universal this was like it's little sister  lovely place but she's far too long even with fast track the popular rides where sometimes up to 1and half hour wait been once don't think I would return ","","0","","Written April 28, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"cameronclan4","https://www.tripadvisor.com/Profile/cameronclan4","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/28/96/ea/cameronclan4.jpg","Auckland Region, New Zealand","4","Apr 2019","Great Day Out","Fabulous day out for young and old. Something for everyone. If queuing for rides get the express pass and move through the ques a lot faster with priority for rides. Enjoyed the parade afterwards and also found a variety of food available, not great quality but good to go if your in a hurry. I took my teenage daughter and we were there the whole day.Would suggest an early start.","","0","","Written April 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Aamir Raza","https://www.tripadvisor.com/Profile/aamiraza","https://media-cdn.tripadvisor.com/media/photo-s/0a/be/46/5e/syed-aamir-r.jpg","Milton, Canada","4","Apr 2019 • Family","One of the most amazing parks","Universal is amazing. The rides and shows are awesome but have long lineups. You need at least two days to cover everything and enjoy...unless you have an express pass. Must do Sci Fi park rides and the Mummy.","Family","0","","Written April 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"holimanchandra","https://www.tripadvisor.com/Profile/holimanchandra","https://media-cdn.tripadvisor.com/media/photo-s/16/ba/76/21/caption.jpg","Donggala, Indonesia","5","Apr 2019 • Friends","Keren!!","Tempatnya penuh dengan Permainan yang sangat menarik mulai dari untuk anak kecil hingga orang dewasa, di sini juga ada restoran, tempat belanja, dan semua petugas dari universl studio siap membantu jika diperlukan, keren..","Friends","0","","Written April 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"alexpog11","https://www.tripadvisor.com/Profile/alexpog11","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","Moscow, Russia","5","Apr 2019 • Couples","Сентоза и парк развлечений","Пришли к открытию, на кассах стояли большие очереди. Но на территории самого парка, на аттракционах большие очереди появляются к 12 часам. Ближе к закрытию очереди рассасываются. Покупали экспресс проход, чтобы не стоять в очередях и не пожалели, на некоторые атракционы очередь доходила до 3 часов. Обязательно к посещению водное шоу ""Водный мир"". <br />На остров Сентоза советую добираться на фуникулёре. Виды с кабинки открываются невероятные. И при закрытии парка нет очередей, как на монорельс. ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/1f/20190415-192453-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/1d/20190415-193006-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/1c/20190415-160428-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/1a/20190415-124810-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/18/20190415-124643-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/16/20190415-123552-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/15/20190415-104126-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/13/20190415-095727-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/4e/79/12/20190415-092807-largejpg.jpg","Written April 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"lauraarn","https://www.tripadvisor.com/Profile/lauraarn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg","Sydney, Australia","4","Apr 2019 • Family","Great day out! ","We had a fab family day at USS yesterday. There are a good range of rides to suit all ages- if you are after pure Adrenalin then you might get bored as only 4 key rides but for us with kids 3 and 6 the mix was perfect. We didn’t need the express pass as it was raining so less people but I’d suggest on a busy day this would be well worth it. It’s also over a small space which is great as not too much walking for the little ones.<br />They also keep the park open late on Friday and sat and it was literally empty - no queues above 5 mins for anything so strongly suggest you stay til the evening if you can. Waterworks stunt show was amazing, well worth seeing.<br />Cyclone is the best rollercoaster I’ve ever been on! ","Family","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"awjlove","https://www.tripadvisor.com/Profile/awjlove","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","Norwich, UK","4","Mar 2019 • Couples","Don't expect a Florida experience","Small, compact but still entertaining but don't expect to spend more than one day there. Some good rides and also different from other Universal parks. We went with the cost of fast passes as advised by other visitors.....waste of money for us.  We really didn't need them and the queues were almost non-existant. Did the whole park with no waiting.","Couples","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jeff W","https://www.tripadvisor.com/Profile/50jeffw","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","Newcastle, Australia","5","Apr 2019 • Solo","Great day","Spent whole day at Universal Stuidios, if you are in a hurry express pass is the go, although not cheap. I didn't buy one. The Transformer ride queue was 90 mins early in the day but when i went back late in the day was zero, Jurassic Park water ride was also long, as i was a Single, got on much quicker. Do not miss the Waterworld show and if it's a hot day sit in the middle in the blue zone down the front. Food and drink prices weren't too over the top by Australian theme park standards. Ride queues could be a bit shorter by filling all of the rides.","Solo","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"G-Apicius","https://www.tripadvisor.com/Profile/G-Apicius","https://media-cdn.tripadvisor.com/media/photo-o/1d/89/ea/8b/g-apicius.jpg","Geneva, Switzerland","2","Apr 2019 • Family","Underwhelming ","We found the rides more fitting to children of a young age than those in Florida. There was an adrenaline deficit..","Family","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"AdeenaAmatulHaqq","https://www.tripadvisor.com/Profile/AdeenaAmatulHaqq","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/4b/9d/bc/avatar.jpg","Singapore, Singapore","5","Dec 2018 • Couples","Awesome Day! ","Husband and I visited on the 24th December. Holiday time so As expected it was pretty bus, queue times were long especially on the rollercoasters and popular rides such as the River Rapids and Transformers. I suggest getting to the park early and RUNNING to your first ride and youll save yourself an hour. If you want to skip the queues but don't want to pay for fast track tickets, head there AFTER 4-5pm; we actually got on more rides after this time then we did the whole day before - literally the rollercoaster queue times were under 30 minutes by the evening time, as opposed to 120-180 min. If you have bags put them in an all day locker at the lockers next to River Rapids ride in Jurassic area; don't fall for the timed lockers next to the rollercoasters because you'll likely overrun your tine and pay extra - seriously just get an all day locker or take nothing with you. Oh and another tip, bring a water bottle with you, even when queuing for rides, alot of the long queues can be agonising in Singapore heat and the A/Cs aren't great - i saw many people just putting their bottles or glasses on the other side of the ride platforms but DO NOT take your full bag in the queues or you'll be sent away disappointed. ","Couples","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mich W","https://www.tripadvisor.com/Profile/28michelew","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","Auckland, New Zealand","4","Apr 2019 • Family","Great day out, glad we bought the express pass","We didn’t buy the express pass initially thinking that the queues wouldn’t be too long on a Monday, but we quickly changed our mind after entering!  Even though it was expensive, it was so worth it as the queues were 45 min to an hour long and the express pass meant we didn’t have to wait for anything longer than 10-20 min, allowing us to squeeze more rides and activities in.  Our 6 year old loved the park and went on about 8 rides/activities.  There was less to do for our 3 year old so she didn’t enjoy it as much.  The transformer 3D ride was our 6 year old’s favourite.  Overall a great day out.","Family","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"temiville","https://www.tripadvisor.com/Profile/temiville","https://media-cdn.tripadvisor.com/media/photo-o/1c/72/be/4d/caption.jpg","Lagos, Nigeria","5","Apr 2019 • Couples","Lovely. ","It is a nice facility. Loads of activities and places to eat. The weather was hot though so I really didn’t enjoy the experience. But it’s evident that had it been a cooler weather it would have been way more enjoyable. ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/17/4b/74/7e/photo0jpg.jpg","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"joanne b","https://www.tripadvisor.com/Profile/432joanneb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","Sydney, Australia","4","Apr 2019","Kids had a great time.","We spent a full day here and didn't manage to get to everything.<br />We had the express pass, and to be honest I wouldn't go without one.<br />The lines can get quite long, especially with young kids.<br />Food and Drink is very expensive in the park, be prepared and take stuff with you.","","0","","Written April 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
